date,name,value
2010-11-01,Diseases of the respiratory system,289
2010-11-01,Diseases of the digestive system,147
2010-11-01,Diseases of the skin and subcutaneous tissue,5
2010-11-01,Diseases of the musculoskeletal system and connective tissue,17
2010-11-01,Diseases of the genitourinary system,118
2010-11-01,"Pregnancy, childbirth and the puerperium",2
2010-11-01,Certain conditions originating in the perinatal period,41
2010-11-01,"Congenital malformations, deformations and chromosomal abnormalities",24
2010-11-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",42
2010-11-01,External causes of morbidity and mortality,316
2010-12-01,Certain infectious and parasitic diseases,115
2010-12-01,Neoplasms,1243
2010-12-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,13
2010-12-01,"Endocrine, nutritional and metabolic diseases",220
2010-12-01,Mental and behavioural disorders,163
2010-12-01,Diseases of the nervous system,221
2010-12-01,Diseases of the circulatory system,1527
2010-12-01,Diseases of the respiratory system,388
2010-12-01,Diseases of the digestive system,145
2010-12-01,Diseases of the skin and subcutaneous tissue,9
2010-12-01,Diseases of the musculoskeletal system and connective tissue,24
2010-12-01,Diseases of the genitourinary system,117
2010-12-01,"Pregnancy, childbirth and the puerperium",3
2010-12-01,Certain conditions originating in the perinatal period,40
2010-12-01,"Congenital malformations, deformations and chromosomal abnormalities",34
2010-12-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",49
2010-12-01,External causes of morbidity and mortality,320
2011-01-01,Certain infectious and parasitic diseases,133
2011-01-01,Neoplasms,1313
2011-01-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,20
2011-01-01,"Endocrine, nutritional and metabolic diseases",248
2011-01-01,Mental and behavioural disorders,153
2011-01-01,Diseases of the nervous system,253
2011-01-01,Diseases of the circulatory system,1630
2011-01-01,Diseases of the respiratory system,458
2011-01-01,Diseases of the digestive system,128
2011-01-01,Diseases of the skin and subcutaneous tissue,9
2011-01-01,Diseases of the musculoskeletal system and connective tissue,35
2011-01-01,Diseases of the genitourinary system,115
2011-01-01,"Pregnancy, childbirth and the puerperium",4
2011-01-01,Certain conditions originating in the perinatal period,36
2011-01-01,"Congenital malformations, deformations and chromosomal abnormalities",21
2011-01-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",46
2011-01-01,External causes of morbidity and mortality,326
2011-02-01,Certain infectious and parasitic diseases,138
2011-02-01,Neoplasms,1171
2011-02-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,14
2011-02-01,"Endocrine, nutritional and metabolic diseases",259
2011-02-01,Mental and behavioural disorders,167
2011-02-01,Diseases of the nervous system,197
2011-02-01,Diseases of the eye and adnexa,1
2011-02-01,Diseases of the circulatory system,1424
2011-02-01,Diseases of the respiratory system,424
2011-02-01,Diseases of the digestive system,139
2011-02-01,Diseases of the skin and subcutaneous tissue,12
2011-02-01,Diseases of the musculoskeletal system and connective tissue,20
2011-02-01,Diseases of the genitourinary system,98
2011-02-01,"Pregnancy, childbirth and the puerperium",1
2011-02-01,Certain conditions originating in the perinatal period,45
2011-02-01,"Congenital malformations, deformations and chromosomal abnormalities",26
2011-02-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",50
2011-02-01,External causes of morbidity and mortality,286
2011-03-01,Certain infectious and parasitic diseases,137
2011-03-01,Neoplasms,1329
2011-03-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,22
2011-03-01,"Endocrine, nutritional and metabolic diseases",208
2011-03-01,Mental and behavioural disorders,179
2011-03-01,Diseases of the nervous system,205
2011-03-01,Diseases of the circulatory system,1448
2011-03-01,Diseases of the respiratory system,494
2011-03-01,Diseases of the digestive system,142
2011-03-01,Diseases of the skin and subcutaneous tissue,5
2011-03-01,Diseases of the musculoskeletal system and connective tissue,24
2011-03-01,Diseases of the genitourinary system,127
2011-03-01,"Pregnancy, childbirth and the puerperium",4
2011-03-01,Certain conditions originating in the perinatal period,44
2011-03-01,"Congenital malformations, deformations and chromosomal abnormalities",23
2011-03-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",58
2011-03-01,External causes of morbidity and mortality,314
2011-04-01,Certain infectious and parasitic diseases,117
2011-04-01,Neoplasms,1215
2011-04-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,20
2011-04-01,"Endocrine, nutritional and metabolic diseases",222
2011-04-01,Mental and behavioural disorders,153
2011-04-01,Diseases of the nervous system,194
2011-04-01,Diseases of the circulatory system,1390
2011-04-01,Diseases of the respiratory system,425
2011-04-01,Diseases of the digestive system,128
2011-04-01,Diseases of the skin and subcutaneous tissue,7
2011-04-01,Diseases of the musculoskeletal system and connective tissue,24
2011-04-01,Diseases of the genitourinary system,92
2011-04-01,"Pregnancy, childbirth and the puerperium",2
2011-04-01,Certain conditions originating in the perinatal period,38
2011-04-01,"Congenital malformations, deformations and chromosomal abnormalities",24
2011-04-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",34
2011-04-01,External causes of morbidity and mortality,341
2011-05-01,Certain infectious and parasitic diseases,105
2011-05-01,Neoplasms,1242
2011-05-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,21
2011-05-01,"Endocrine, nutritional and metabolic diseases",226
2011-05-01,Mental and behavioural disorders,154
2011-05-01,Diseases of the nervous system,173
2011-05-01,Diseases of the ear and mastoid process,1
2011-05-01,Diseases of the circulatory system,1475
2011-05-01,Diseases of the respiratory system,359
2011-05-01,Diseases of the digestive system,117
2011-05-01,Diseases of the skin and subcutaneous tissue,5
2011-05-01,Diseases of the musculoskeletal system and connective tissue,22
2011-05-01,Diseases of the genitourinary system,105
2011-05-01,"Pregnancy, childbirth and the puerperium",3
2011-05-01,Certain conditions originating in the perinatal period,35
2011-05-01,"Congenital malformations, deformations and chromosomal abnormalities",38
2011-05-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",40
2011-05-01,External causes of morbidity and mortality,322
2011-06-01,Certain infectious and parasitic diseases,114
2011-06-01,Neoplasms,1209
2011-06-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,15
2011-06-01,"Endocrine, nutritional and metabolic diseases",200
2011-06-01,Mental and behavioural disorders,135
2011-06-01,Diseases of the nervous system,173
2011-06-01,Diseases of the circulatory system,1346
2011-06-01,Diseases of the respiratory system,311
2011-06-01,Diseases of the digestive system,109
2011-06-01,Diseases of the skin and subcutaneous tissue,12
2011-06-01,Diseases of the musculoskeletal system and connective tissue,23
2011-06-01,Diseases of the genitourinary system,97
2011-06-01,"Pregnancy, childbirth and the puerperium",3
2011-06-01,Certain conditions originating in the perinatal period,35
2011-06-01,"Congenital malformations, deformations and chromosomal abnormalities",18
2011-06-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",51
2011-06-01,External causes of morbidity and mortality,325
2011-07-01,Certain infectious and parasitic diseases,109
2011-07-01,Neoplasms,1252
2011-07-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,19
2011-07-01,"Endocrine, nutritional and metabolic diseases",207
2011-07-01,Mental and behavioural disorders,163
2011-07-01,Diseases of the nervous system,172
2011-07-01,Diseases of the circulatory system,1264
2011-07-01,Diseases of the respiratory system,289
2011-07-01,Diseases of the digestive system,147
2011-07-01,Diseases of the skin and subcutaneous tissue,4
2011-07-01,Diseases of the musculoskeletal system and connective tissue,20
2011-07-01,Diseases of the genitourinary system,96
2011-07-01,"Pregnancy, childbirth and the puerperium",3
2011-07-01,Certain conditions originating in the perinatal period,38
2011-07-01,"Congenital malformations, deformations and chromosomal abnormalities",25
2011-07-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",41
2011-07-01,External causes of morbidity and mortality,355
2011-08-01,Certain infectious and parasitic diseases,94
2011-08-01,Neoplasms,1320
2011-08-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,16
2011-08-01,"Endocrine, nutritional and metabolic diseases",186
2011-08-01,Mental and behavioural disorders,157
2011-08-01,Diseases of the nervous system,165
2011-08-01,Diseases of the circulatory system,1346
2011-08-01,Diseases of the respiratory system,280
2011-08-01,Diseases of the digestive system,148
2011-08-01,Diseases of the skin and subcutaneous tissue,5
2011-08-01,Diseases of the musculoskeletal system and connective tissue,18
2011-08-01,Diseases of the genitourinary system,89
2011-08-01,"Pregnancy, childbirth and the puerperium",5
2011-08-01,Certain conditions originating in the perinatal period,43
2011-08-01,"Congenital malformations, deformations and chromosomal abnormalities",20
2011-08-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",34
2011-08-01,External causes of morbidity and mortality,323
2011-09-01,Certain infectious and parasitic diseases,110
2011-09-01,Neoplasms,1242
2011-09-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,18
2011-09-01,"Endocrine, nutritional and metabolic diseases",187
2011-09-01,Mental and behavioural disorders,154
2011-09-01,Diseases of the nervous system,176
2011-09-01,Diseases of the eye and adnexa,1
2011-09-01,Diseases of the circulatory system,1275
2011-09-01,Diseases of the respiratory system,281
2011-09-01,Diseases of the digestive system,135
2011-09-01,Diseases of the skin and subcutaneous tissue,7
2011-09-01,Diseases of the musculoskeletal system and connective tissue,25
2011-09-01,Diseases of the genitourinary system,102
2011-09-01,"Pregnancy, childbirth and the puerperium",3
2011-09-01,Certain conditions originating in the perinatal period,49
2011-09-01,"Congenital malformations, deformations and chromosomal abnormalities",24
2011-09-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",36
2011-09-01,External causes of morbidity and mortality,354
2011-10-01,Certain infectious and parasitic diseases,117
2011-10-01,Neoplasms,1283
2011-10-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,18
2011-10-01,"Endocrine, nutritional and metabolic diseases",182
2011-10-01,Mental and behavioural disorders,156
2011-10-01,Diseases of the nervous system,193
2011-10-01,Diseases of the circulatory system,1307
2011-10-01,Diseases of the respiratory system,324
2011-10-01,Diseases of the digestive system,152
2011-10-01,Diseases of the skin and subcutaneous tissue,7
2011-10-01,Diseases of the musculoskeletal system and connective tissue,15
2011-10-01,Diseases of the genitourinary system,106
2011-10-01,"Pregnancy, childbirth and the puerperium",8
2011-10-01,Certain conditions originating in the perinatal period,40
2011-10-01,"Congenital malformations, deformations and chromosomal abnormalities",28
2011-10-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",47
2011-10-01,External causes of morbidity and mortality,333
2011-11-01,Certain infectious and parasitic diseases,121
2011-11-01,Neoplasms,1245
2011-11-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,16
2011-11-01,"Endocrine, nutritional and metabolic diseases",203
2011-11-01,Mental and behavioural disorders,181
2011-11-01,Diseases of the nervous system,185
2011-11-01,Diseases of the ear and mastoid process,1
2011-11-01,Diseases of the circulatory system,1468
2011-11-01,Diseases of the respiratory system,343
2011-11-01,Diseases of the digestive system,140
2011-11-01,Diseases of the skin and subcutaneous tissue,8
2011-11-01,Diseases of the musculoskeletal system and connective tissue,19
2011-11-01,Diseases of the genitourinary system,104
2011-11-01,"Pregnancy, childbirth and the puerperium",3
2011-11-01,Certain conditions originating in the perinatal period,43
2011-11-01,"Congenital malformations, deformations and chromosomal abnormalities",22
2011-11-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",38
2011-11-01,External causes of morbidity and mortality,293
2011-12-01,Certain infectious and parasitic diseases,135
2011-12-01,Neoplasms,1288
2011-12-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,15
2011-12-01,"Endocrine, nutritional and metabolic diseases",252
2011-12-01,Mental and behavioural disorders,177
2011-12-01,Diseases of the nervous system,209
2011-12-01,Diseases of the circulatory system,1561
2011-12-01,Diseases of the respiratory system,398
2011-12-01,Diseases of the digestive system,126
2011-12-01,Diseases of the skin and subcutaneous tissue,5
2011-12-01,Diseases of the musculoskeletal system and connective tissue,23
2011-12-01,Diseases of the genitourinary system,123
2011-12-01,"Pregnancy, childbirth and the puerperium",1
2011-12-01,Certain conditions originating in the perinatal period,36
2011-12-01,"Congenital malformations, deformations and chromosomal abnormalities",28
2011-12-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",53
2011-12-01,External causes of morbidity and mortality,317
2012-01-01,Certain infectious and parasitic diseases,144
2012-01-01,Neoplasms,1333
2012-01-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,14
2012-01-01,"Endocrine, nutritional and metabolic diseases",261
2012-01-01,Mental and behavioural disorders,227
2012-01-01,Diseases of the nervous system,234
2012-01-01,Diseases of the eye and adnexa,1
2012-01-01,Diseases of the circulatory system,1609
2012-01-01,Diseases of the respiratory system,434
2012-01-01,Diseases of the digestive system,166
2012-01-01,Diseases of the skin and subcutaneous tissue,7
2012-01-01,Diseases of the musculoskeletal system and connective tissue,26
2012-01-01,Diseases of the genitourinary system,121
2012-01-01,"Pregnancy, childbirth and the puerperium",2
2012-01-01,Certain conditions originating in the perinatal period,47
2012-01-01,"Congenital malformations, deformations and chromosomal abnormalities",26
2012-01-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",48
2012-01-01,External causes of morbidity and mortality,299
2012-02-01,Certain infectious and parasitic diseases,118
2012-02-01,Neoplasms,1172
2012-02-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,17
2012-02-01,"Endocrine, nutritional and metabolic diseases",228
2012-02-01,Mental and behavioural disorders,180
2012-02-01,Diseases of the nervous system,223
2012-02-01,Diseases of the ear and mastoid process,1
2012-02-01,Diseases of the circulatory system,1484
2012-02-01,Diseases of the respiratory system,407
2012-02-01,Diseases of the digestive system,135
2012-02-01,Diseases of the skin and subcutaneous tissue,6
2012-02-01,Diseases of the musculoskeletal system and connective tissue,24
2012-02-01,Diseases of the genitourinary system,116
2012-02-01,"Pregnancy, childbirth and the puerperium",5
2012-02-01,Certain conditions originating in the perinatal period,33
2012-02-01,"Congenital malformations, deformations and chromosomal abnormalities",37
2012-02-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",49
2012-02-01,External causes of morbidity and mortality,287
2012-03-01,Certain infectious and parasitic diseases,121
2012-03-01,Neoplasms,1298
2012-03-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,19
2012-03-01,"Endocrine, nutritional and metabolic diseases",247
2012-03-01,Mental and behavioural disorders,198
2012-03-01,Diseases of the nervous system,219
2012-03-01,Diseases of the circulatory system,1579
2012-03-01,Diseases of the respiratory system,442
2012-03-01,Diseases of the digestive system,124
2012-03-01,Diseases of the skin and subcutaneous tissue,4
2012-03-01,Diseases of the musculoskeletal system and connective tissue,24
2012-03-01,Diseases of the genitourinary system,126
2012-03-01,Certain conditions originating in the perinatal period,27
2012-03-01,"Congenital malformations, deformations and chromosomal abnormalities",37
2012-03-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",47
2012-03-01,External causes of morbidity and mortality,330
2012-04-01,Certain infectious and parasitic diseases,142
2012-04-01,Neoplasms,1331
2012-04-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,15
2012-04-01,"Endocrine, nutritional and metabolic diseases",224
2012-04-01,Mental and behavioural disorders,210
2012-04-01,Diseases of the nervous system,216
2012-04-01,Diseases of the circulatory system,1532
2012-04-01,Diseases of the respiratory system,410
2012-04-01,Diseases of the digestive system,142
2012-04-01,Diseases of the skin and subcutaneous tissue,7
2012-04-01,Diseases of the musculoskeletal system and connective tissue,29
2012-04-01,Diseases of the genitourinary system,101
2012-04-01,"Pregnancy, childbirth and the puerperium",2
2012-04-01,Certain conditions originating in the perinatal period,42
2012-04-01,"Congenital malformations, deformations and chromosomal abnormalities",24
2012-04-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",52
2012-04-01,External causes of morbidity and mortality,318
2012-05-01,Certain infectious and parasitic diseases,118
2012-05-01,Neoplasms,1351
2012-05-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,20
2012-05-01,"Endocrine, nutritional and metabolic diseases",253
2012-05-01,Mental and behavioural disorders,172
2012-05-01,Diseases of the nervous system,213
2012-05-01,Diseases of the circulatory system,1500
2012-05-01,Diseases of the respiratory system,350
2012-05-01,Diseases of the digestive system,149
2012-05-01,Diseases of the skin and subcutaneous tissue,9
2012-05-01,Diseases of the musculoskeletal system and connective tissue,21
2012-05-01,Diseases of the genitourinary system,131
2012-05-01,Certain conditions originating in the perinatal period,44
2012-05-01,"Congenital malformations, deformations and chromosomal abnormalities",29
2012-05-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",47
2012-05-01,External causes of morbidity and mortality,352
2012-06-01,Certain infectious and parasitic diseases,118
2012-06-01,Neoplasms,1309
2012-06-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,18
2012-06-01,"Endocrine, nutritional and metabolic diseases",198
2012-06-01,Mental and behavioural disorders,178
2012-06-01,Diseases of the nervous system,179
2012-06-01,Diseases of the eye and adnexa,1
2012-06-01,Diseases of the circulatory system,1336
2012-06-01,Diseases of the respiratory system,355
2012-06-01,Diseases of the digestive system,116
2012-06-01,Diseases of the skin and subcutaneous tissue,9
2012-06-01,Diseases of the musculoskeletal system and connective tissue,25
2012-06-01,Diseases of the genitourinary system,116
2012-06-01,"Pregnancy, childbirth and the puerperium",7
2012-06-01,Certain conditions originating in the perinatal period,54
2012-06-01,"Congenital malformations, deformations and chromosomal abnormalities",25
2012-06-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",52
2012-06-01,External causes of morbidity and mortality,366
2012-07-01,Certain infectious and parasitic diseases,124
2012-07-01,Neoplasms,1268
2012-07-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,25
2012-07-01,"Endocrine, nutritional and metabolic diseases",194
2012-07-01,Mental and behavioural disorders,192
2012-07-01,Diseases of the nervous system,197
2012-07-01,Diseases of the circulatory system,1351
2012-07-01,Diseases of the respiratory system,328
2012-07-01,Diseases of the digestive system,127
2012-07-01,Diseases of the skin and subcutaneous tissue,9
2012-07-01,Diseases of the musculoskeletal system and connective tissue,30
2012-07-01,Diseases of the genitourinary system,95
2012-07-01,"Pregnancy, childbirth and the puerperium",1
2012-07-01,Certain conditions originating in the perinatal period,43
2012-07-01,"Congenital malformations, deformations and chromosomal abnormalities",24
2012-07-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",40
2012-07-01,External causes of morbidity and mortality,348
2012-08-01,Certain infectious and parasitic diseases,138
2012-08-01,Neoplasms,1339
2012-08-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,22
2012-08-01,"Endocrine, nutritional and metabolic diseases",198
2012-08-01,Mental and behavioural disorders,181
2012-08-01,Diseases of the nervous system,209
2012-08-01,Diseases of the circulatory system,1364
2012-08-01,Diseases of the respiratory system,301
2012-08-01,Diseases of the digestive system,157
2012-08-01,Diseases of the skin and subcutaneous tissue,5
2012-08-01,Diseases of the musculoskeletal system and connective tissue,16
2012-08-01,Diseases of the genitourinary system,108
2012-08-01,"Pregnancy, childbirth and the puerperium",5
2012-08-01,Certain conditions originating in the perinatal period,44
2012-08-01,"Congenital malformations, deformations and chromosomal abnormalities",29
2012-08-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",48
2012-08-01,External causes of morbidity and mortality,364
2012-09-01,Certain infectious and parasitic diseases,125
2012-09-01,Neoplasms,1271
2012-09-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,19
2012-09-01,"Endocrine, nutritional and metabolic diseases",210
2012-09-01,Mental and behavioural disorders,175
2012-09-01,Diseases of the nervous system,201
2012-09-01,Diseases of the circulatory system,1347
2012-09-01,Diseases of the respiratory system,329
2012-09-01,Diseases of the digestive system,114
2012-09-01,Diseases of the skin and subcutaneous tissue,6
2012-09-01,Diseases of the musculoskeletal system and connective tissue,24
2012-09-01,Diseases of the genitourinary system,108
2012-09-01,"Pregnancy, childbirth and the puerperium",1
2012-09-01,Certain conditions originating in the perinatal period,28
2012-09-01,"Congenital malformations, deformations and chromosomal abnormalities",27
2012-09-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",51
2012-09-01,External causes of morbidity and mortality,315
2012-10-01,Certain infectious and parasitic diseases,123
2012-10-01,Neoplasms,1348
2012-10-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,24
2012-10-01,"Endocrine, nutritional and metabolic diseases",200
2012-10-01,Mental and behavioural disorders,194
2012-10-01,Diseases of the nervous system,233
2012-10-01,Diseases of the circulatory system,1482
2012-10-01,Diseases of the respiratory system,330
2012-10-01,Diseases of the digestive system,155
2012-10-01,Diseases of the skin and subcutaneous tissue,10
2012-10-01,Diseases of the musculoskeletal system and connective tissue,23
2012-10-01,Diseases of the genitourinary system,116
2012-10-01,"Pregnancy, childbirth and the puerperium",4
2012-10-01,Certain conditions originating in the perinatal period,41
2012-10-01,"Congenital malformations, deformations and chromosomal abnormalities",23
2012-10-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",63
2012-10-01,External causes of morbidity and mortality,339
2012-11-01,Certain infectious and parasitic diseases,118
2012-11-01,Neoplasms,1282
2012-11-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,14
2012-11-01,"Endocrine, nutritional and metabolic diseases",256
2012-11-01,Mental and behavioural disorders,186
2012-11-01,Diseases of the nervous system,203
2012-11-01,Diseases of the circulatory system,1542
2012-11-01,Diseases of the respiratory system,393
2012-11-01,Diseases of the digestive system,158
2012-11-01,Diseases of the skin and subcutaneous tissue,8
2012-11-01,Diseases of the musculoskeletal system and connective tissue,25
2012-11-01,Diseases of the genitourinary system,113
2012-11-01,"Pregnancy, childbirth and the puerperium",4
2012-11-01,Certain conditions originating in the perinatal period,37
2012-11-01,"Congenital malformations, deformations and chromosomal abnormalities",23
2012-11-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",67
2012-11-01,External causes of morbidity and mortality,335
2012-12-01,Certain infectious and parasitic diseases,132
2012-12-01,Neoplasms,1404
2012-12-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,22
2012-12-01,"Endocrine, nutritional and metabolic diseases",268
2012-12-01,Mental and behavioural disorders,206
2012-12-01,Diseases of the nervous system,223
2012-12-01,Diseases of the eye and adnexa,1
2012-12-01,Diseases of the circulatory system,1694
2012-12-01,Diseases of the respiratory system,448
2012-12-01,Diseases of the digestive system,155
2012-12-01,Diseases of the skin and subcutaneous tissue,5
2012-12-01,Diseases of the musculoskeletal system and connective tissue,29
2012-12-01,Diseases of the genitourinary system,118
2012-12-01,"Pregnancy, childbirth and the puerperium",2
2012-12-01,Certain conditions originating in the perinatal period,36
2012-12-01,"Congenital malformations, deformations and chromosomal abnormalities",34
2012-12-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",72
2012-12-01,External causes of morbidity and mortality,375
2013-01-01,Certain infectious and parasitic diseases,152
2013-01-01,Neoplasms,1358
2013-01-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,28
2013-01-01,"Endocrine, nutritional and metabolic diseases",312
2013-01-01,Mental and behavioural disorders,260
2013-01-01,Diseases of the nervous system,299
2013-01-01,Diseases of the circulatory system,1987
2013-01-01,Diseases of the respiratory system,656
2013-01-01,Diseases of the digestive system,185
2013-01-01,Diseases of the skin and subcutaneous tissue,14
2013-01-01,Diseases of the musculoskeletal system and connective tissue,30
2013-01-01,Diseases of the genitourinary system,169
2013-01-01,"Pregnancy, childbirth and the puerperium",7
2013-01-01,Certain conditions originating in the perinatal period,37
2013-01-01,"Congenital malformations, deformations and chromosomal abnormalities",27
2013-01-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",76
2013-01-01,External causes of morbidity and mortality,362
2013-02-01,Certain infectious and parasitic diseases,131
2013-02-01,Neoplasms,1215
2013-02-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,19
2013-02-01,"Endocrine, nutritional and metabolic diseases",248
2013-02-01,Mental and behavioural disorders,211
2013-02-01,Diseases of the nervous system,254
2013-02-01,Diseases of the circulatory system,1674
2013-02-01,Diseases of the respiratory system,572
2013-02-01,Diseases of the digestive system,148
2013-02-01,Diseases of the skin and subcutaneous tissue,6
2013-02-01,Diseases of the musculoskeletal system and connective tissue,28
2013-02-01,Diseases of the genitourinary system,120
2013-02-01,"Pregnancy, childbirth and the puerperium",2
2013-02-01,Certain conditions originating in the perinatal period,44
2013-02-01,"Congenital malformations, deformations and chromosomal abnormalities",27
2013-02-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",60
2013-02-01,External causes of morbidity and mortality,301
2013-03-01,Certain infectious and parasitic diseases,132
2013-03-01,Neoplasms,1379
2013-03-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,20
2013-03-01,"Endocrine, nutritional and metabolic diseases",288
2013-03-01,Mental and behavioural disorders,221
2013-03-01,Diseases of the nervous system,243
2013-03-01,Diseases of the eye and adnexa,1
2013-03-01,Diseases of the circulatory system,1785
2013-03-01,Diseases of the respiratory system,543
2013-03-01,Diseases of the digestive system,146
2013-03-01,Diseases of the skin and subcutaneous tissue,8
2013-03-01,Diseases of the musculoskeletal system and connective tissue,24
2013-03-01,Diseases of the genitourinary system,117
2013-03-01,"Pregnancy, childbirth and the puerperium",3
2013-03-01,Certain conditions originating in the perinatal period,34
2013-03-01,"Congenital malformations, deformations and chromosomal abnormalities",30
2013-03-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",65
2013-03-01,External causes of morbidity and mortality,336
2013-04-01,Certain infectious and parasitic diseases,111
2013-04-01,Neoplasms,1339
2013-04-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,24
2013-04-01,"Endocrine, nutritional and metabolic diseases",223
2013-04-01,Mental and behavioural disorders,220
2013-04-01,Diseases of the nervous system,247
2013-04-01,Diseases of the ear and mastoid process,1
2013-04-01,Diseases of the circulatory system,1602
2013-04-01,Diseases of the respiratory system,402
2013-04-01,Diseases of the digestive system,166
2013-04-01,Diseases of the skin and subcutaneous tissue,4
2013-04-01,Diseases of the musculoskeletal system and connective tissue,30
2013-04-01,Diseases of the genitourinary system,122
2013-04-01,"Pregnancy, childbirth and the puerperium",5
2013-04-01,Certain conditions originating in the perinatal period,48
2013-04-01,"Congenital malformations, deformations and chromosomal abnormalities",27
2013-04-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",58
2013-04-01,External causes of morbidity and mortality,326
2013-05-01,Certain infectious and parasitic diseases,126
2013-05-01,Neoplasms,1311
2013-05-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,19
2013-05-01,"Endocrine, nutritional and metabolic diseases",224
2013-05-01,Mental and behavioural disorders,192
2013-05-01,Diseases of the nervous system,207
2013-05-01,Diseases of the eye and adnexa,1
2013-05-01,Diseases of the ear and mastoid process,2
2013-05-01,Diseases of the circulatory system,1567
2013-05-01,Diseases of the respiratory system,396
2013-05-01,Diseases of the digestive system,151
2013-05-01,Diseases of the skin and subcutaneous tissue,5
2013-05-01,Diseases of the musculoskeletal system and connective tissue,33
2013-05-01,Diseases of the genitourinary system,137
2013-05-01,"Pregnancy, childbirth and the puerperium",4
2013-05-01,Certain conditions originating in the perinatal period,43
2013-05-01,"Congenital malformations, deformations and chromosomal abnormalities",27
2013-05-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",52
2013-05-01,External causes of morbidity and mortality,354
2013-06-01,Certain infectious and parasitic diseases,123
2013-06-01,Neoplasms,1286
2013-06-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,25
2013-06-01,"Endocrine, nutritional and metabolic diseases",225
